Gender,Age,Income (USD),Income Stability,Property Age,Property Location,Property Price,Loan Sanction Amount (USD)
F,18,3698.56,Low,3684.56,Semi-Urban,361213.44,124222.8772
F,42,2825.21,Low,2819.21,Semi-Urban,149860.43,50439.29049
F,21,1514.86,Low,1525.86,Rural,36441.27,12946.12811
F,18,2815.67,Low,2809.67,Urban,438178.3,149315.4811
F,61,1738.15,Low,1736.15,Rural,220720.77,71905.34739
F,58,1857.62,Low,1860.62,Urban,35999.35,10079.30687
F,32,12642.69,Low,12649.69,Rural,227965.41,87788.03625
F,18,2143.63,Low,2157.63,Semi-Urban,123237.77,42708.22001
F,62,1876.6,Low,1890.6,Semi-Urban,58349,17157.5762
F,26,1600.83,Low,1603.83,Rural,83066.98,28296.57202
F,23,1590.47,Low,1591.47,Semi-Urban,66852.76,22799.98669
M,65,2068.99,High,2078.99,Semi-Urban,200968.94,75994.39911
M,61,2409.92,High,2397.92,Semi-Urban,250766.81,93375.91396
F,18,2745.5,Low,2753.5,Urban,104021.88,37003.60451
F,60,2022.12,High,2025.12,Rural,11010.35,13041.01514
F,18,1954.33,Low,1956.33,Semi-Urban,25504.15,9678.581657
M,26,2448.51,Low,2438.51,Urban,335319.14,113517.1751
M,44,992.12,Low,1000.12,Rural,33930.37,9510.883524
M,62,1638.61,High,1627.61,Rural,48011.21,24676.22545
F,22,1910.17,Low,1916.17,Semi-Urban,138380.24,47235.52541
F,48,1968.83,Low,1964.83,Rural,104425.21,34103.46135
M,18,3058.01,Low,3062.01,Rural,46061.64,17753.10978
M,37,2370.27,Low,2378.27,Rural,137692.9,46328.97274
F,51,1678.45,Low,1683.45,Urban,129854.6,41977.99997
F,58,2900.32,Low,2899.32,Semi-Urban,79302.36,25551.62989
M,65,5638.55,High,5636.55,Semi-Urban,269216.36,102563.4783
F,50,1386.98,Low,1370.98,Rural,65820.81,20376.44654
M,59,2331.14,Low,2322.14,Semi-Urban,244040.42,79987.66457
F,32,3050.75,Low,3042.75,Urban,31037.59,11683.75121
M,18,2650.79,Low,2634.79,Rural,265017.03,90876.30921
M,19,6163.83,Low,6145.83,Semi-Urban,127673.56,47977.34463
M,54,1261.27,Low,1270.27,Rural,94975.47,29501.36335
F,52,1259.75,Low,1253.75,Rural,63116.64,19184.88445
F,64,1149.7,High,1134.7,Urban,68860.23,31117.92182
M,59,1598.53,Low,1601.53,Rural,71158.27,21447.14056
M,26,1038.16,Low,1045.16,Urban,17135.87,5202.007734
M,36,3362.52,Low,3366.52,Rural,136449.28,47002.91309
M,21,2459.9,Low,2464.9,Rural,14714.68,6374.873213
F,51,2603.78,Low,2595.78,Rural,45033.64,14563.00427
F,30,2758.38,Low,2753.38,Rural,97781.63,34102.54733
M,60,3924.09,High,3925.09,Rural,130706.24,54955.87933
M,50,1418.73,Low,1423.73,Semi-Urban,53019.51,15607.49638
M,18,1607.17,Low,1605.17,Urban,84200.01,28939.76956
F,65,1733.83,High,1739.83,Semi-Urban,54678.06,26745.02517
M,39,1663.14,Low,1668.14,Urban,73044.07,23591.94298
M,50,1174.46,Low,1165.46,Rural,30974.93,8221.240957
M,30,1402.28,Low,1402.28,Rural,108165.09,35970.045
F,60,2287.56,Low,2290.56,Urban,73831.63,23069.06311
M,18,1723.94,Low,1735.94,Urban,197312.63,67062.26143
F,54,3296.04,Low,3291.04,Rural,441742,148294.3465
F,59,1345.63,Low,1347.63,Semi-Urban,93969.02,28811.01961
M,65,4854.35,High,4871.35,Semi-Urban,213834.54,83167.86772
F,60,2417.87,Low,2429.87,Semi-Urban,97640.72,31066.81729
M,33,2331.07,Low,2328.07,Urban,142413.47,48047.52096
M,18,986.17,Low,971.17,Rural,116587.77,39315.43251
M,36,1910.64,Low,1907.64,Rural,115866.51,38600.704
F,28,575.83,Low,576.83,Rural,21301.12,6341.304683
M,20,2459.15,Low,2461.15,Rural,137613.68,47734.97507
M,18,1335.75,Low,1333.75,Semi-Urban,52065.48,17729.97733
M,24,1390.07,Low,1401.07,Urban,76436.2,25641.82607
F,43,2686.23,Low,2689.23,Rural,34217.65,11652.55809
F,28,1772.49,Low,1758.49,Rural,85050.58,28971.51605
M,43,3368.74,Low,3355.74,Rural,114285.37,39001.70992
F,39,3112.18,Low,3105.18,Urban,178266.47,60649.34318
M,48,1851.35,Low,1860.35,Semi-Urban,61933.2,19204.34817
M,60,2059.71,High,2044.71,Semi-Urban,131583.44,53060.20713
M,39,2811.47,Low,2804.47,Semi-Urban,221986.03,74653.62021
M,18,2674.93,Low,2668.93,Semi-Urban,261347.6,89397.7706
M,64,3862.66,Low,3849.66,Semi-Urban,88854.72,29027.35028
F,33,2763.31,Low,2767.31,Urban,65001.3,22725.68955
M,25,1958.12,Low,1943.12,Urban,75841.36,25930.47371
F,58,2052.67,Low,2036.67,Urban,289329.48,95365.77102
F,46,2220.84,Low,2206.84,Semi-Urban,45248.37,14360.29067
M,31,1371.42,Low,1364.42,Semi-Urban,29763.8,9244.110896
F,32,5186.78,Low,5199.78,Semi-Urban,406189.28,139758.9263
F,58,4981.85,Low,4982.85,Semi-Urban,148314.59,50863.18811
F,18,4795.48,Low,4786.48,Semi-Urban,185936.28,66469.32137
M,18,965.82,Low,963.82,Rural,32932.89,11200.55942
F,19,3145.01,Low,3133.01,Rural,22034.03,9919.922705
F,23,2664.08,Low,2650.08,Urban,68525.29,24589.82745
M,42,7054.68,Low,7054.68,Semi-Urban,220436.53,78238.28838
M,54,1611.11,Low,1605.11,Urban,279014.64,91534.59699
F,64,4586.24,Low,4603.24,Urban,91998.25,31212.71066
F,18,1497.77,Low,1498.77,Urban,251133.38,85140.73256
F,31,4485.57,Low,4485.57,Rural,133074.16,47647.33761
F,25,2600.19,Low,2603.19,Rural,219019.83,75065.82207
F,63,2841.14,Low,2836.14,Rural,160540.42,52658.1415
F,19,3136.33,Low,3147.33,Rural,249716.46,86404.15572
F,23,3418.71,Low,3419.71,Rural,132148.88,46878.96157
M,26,2634.52,Low,2631.52,Rural,464756.48,157328.4296
F,49,3673.81,Low,3658.81,Rural,73592.32,25405.01241
M,46,2783.64,Low,2789.64,Semi-Urban,248354.96,82935.71974
F,29,3092.63,Low,3107.63,Urban,157120.06,54328.31601
F,35,2827.52,Low,2837.52,Semi-Urban,83743.27,28793.99947
M,41,2743.11,Low,2741.11,Semi-Urban,86238.57,28828.80974
M,54,1209.82,Low,1218.82,Semi-Urban,98033.88,30200.38209
M,29,1846.29,Low,1840.29,Urban,64154.06,21578.39161
F,42,1952.98,Low,1967.98,Rural,136222.34,45252.65218
F,24,4083.29,Low,4085.29,Semi-Urban,91606.64,33585.56517
M,60,2248.46,Low,2242.46,Urban,160824.56,52010.17403
M,31,1507.08,Low,1524.08,Semi-Urban,72370.59,23707.24961
F,47,1225.05,Low,1214.05,Urban,155309.85,50373.35112
M,50,2644.49,Low,2653.49,Rural,114078.36,37649.09778
F,50,1177.7,Low,1177.7,Semi-Urban,25167.79,6239.045372
M,40,1862.53,Low,1861.53,Semi-Urban,192816.21,63808.73779
M,31,2465.27,Low,2469.27,Semi-Urban,118330.95,40119.05646
F,58,1958.04,Low,1948.04,Urban,137338.68,44216.48157
M,19,2403.39,Low,2393.39,Rural,98257.44,34530.67927
M,22,1037.84,Low,1040.84,Urban,179284.02,59983.63087
F,25,1765.14,Low,1765.14,Semi-Urban,48690.17,16718.83416
F,60,1898.27,Low,1912.27,Rural,203710.08,66442.26295
M,61,4441.41,Low,4441.41,Semi-Urban,290453.15,97582.52644
F,35,1083.59,Low,1097.59,Urban,63226.23,20258.72203
F,62,670.8,High,654.8,Rural,63341.03,29069.81851
F,65,1486.12,High,1481.12,Semi-Urban,26709.08,17090.97785
F,46,1733.65,Low,1717.65,Rural,123473.05,40413.45911
F,19,2598.3,Low,2603.3,Urban,199510.81,68848.36014
M,33,2488.15,Low,2492.15,Urban,225863.27,76243.54418
M,25,4811.57,Low,4812.57,Urban,120928.94,44001.9317
M,38,1675.35,Low,1687.35,Rural,86225.33,28252.7259
M,23,1241.08,Low,1247.08,Semi-Urban,173641.17,58080.51485
M,45,1980.06,Low,1976.06,Semi-Urban,71110.89,22649.53107
M,61,1798.25,High,1798.25,Rural,217113.85,81727.86746
F,34,2491.53,Low,2486.53,Semi-Urban,369746.91,124594.0353
F,61,1267.47,High,1266.47,Rural,251988.98,93135.90329
F,50,1931.68,Low,1944.68,Semi-Urban,23510.5,6459.97141
F,26,1378.69,Low,1388.69,Urban,69748.89,23461.42542
F,22,1092.87,Low,1081.87,Urban,213715.19,71834.90959
F,58,6081.12,Low,6075.12,Urban,126251.82,44710.3764
F,59,2921.7,Low,2916.7,Rural,336994.66,112330.1066
M,18,1919.2,Low,1904.2,Rural,142102.73,48840.29535
M,33,2099.78,Low,2112.78,Urban,99844.1,33519.61648
M,64,5709.15,High,5700.15,Rural,243609.72,94385.33828
F,38,1904.09,Low,1907.09,Semi-Urban,53856.6,17569.5456
M,61,1030.51,High,1030.51,Rural,221004.95,82249.88215
F,51,2594.78,Low,2598.78,Rural,45033.64,14559.93662
F,33,2096.02,Low,2101.02,Rural,31085.9,10789.12344
F,22,977.52,Low,970.52,Rural,33948.74,11471.08971
M,18,1565.68,Low,1576.68,Rural,75594.7,26151.2246
F,25,2888.21,Low,2890.21,Urban,96436.41,34044.67212
F,18,2952.19,Low,2957.19,Urban,42601.13,16581.43096
F,42,2719.94,Low,2715.94,Semi-Urban,154896.16,52024.23311
F,21,2466.36,Low,2468.36,Rural,63315.72,22941.94553
F,39,3330.44,Low,3327.44,Urban,165013.94,56422.88142
F,20,2117.75,Low,2107.75,Urban,53379.87,19183.00456
F,43,8576.22,Low,8580.22,Rural,250685.32,90390.06252
F,18,2587.56,Low,2581.56,Rural,250580.57,86203.68914
M,29,2265.77,Low,2254.77,Semi-Urban,247533.92,83466.47812
M,27,3086.44,Low,3100.44,Semi-Urban,105688.4,36828.98131
M,64,2227.17,Low,2230.17,Urban,57494.28,16966.66126
F,29,1708.46,Low,1720.46,Semi-Urban,90250.12,30311.09068
F,18,2007.02,Low,2006.02,Semi-Urban,268597.61,91389.03144
M,49,3050.09,Low,3040.09,Urban,238709.79,79860.61352
M,29,2946,Low,2948,Rural,303093.61,103107.6123
M,52,3157.79,Low,3165.79,Semi-Urban,97088.58,32032.44465
F,18,3240.48,Low,3237.48,Rural,147026.35,52087.72195
M,61,3384.83,Low,3396.83,Rural,141950.69,46900.16623
F,42,3201.05,Low,3201.05,Semi-Urban,36270.57,12670.43261
M,18,1556.48,Low,1566.48,Urban,87633.08,30047.28247
M,18,2014.37,Low,2009.37,Semi-Urban,148605.41,50851.32639
F,43,9377.8,Low,9387.8,Semi-Urban,198275.8,73332.05141
M,34,5241.82,Low,5225.82,Urban,104663.85,38257.59658
F,30,1406.76,Low,1393.76,Rural,48156.73,16046.73669
M,52,2771.55,Low,2758.55,Semi-Urban,106097.1,34652.8309
M,20,1325.05,Low,1342.05,Rural,87798,29849.26391
F,18,968.56,Low,955.56,Urban,219066.38,73820.72736
F,55,2630.19,Low,2646.19,Urban,128887.36,42315.49695
M,48,2858.69,Low,2861.69,Urban,98650.2,32702.89761
M,22,4317.84,Low,4308.84,Urban,234918.09,82019.63932
F,18,995.01,Low,995.01,Urban,18554.48,6499.988719
F,37,1977.47,Low,1979.47,Urban,76470.27,25457.25121
M,29,920.87,Low,926.87,Urban,64403.49,20722.02355
F,19,1269.1,Low,1267.1,Semi-Urban,172048.77,58122.90129
F,34,1587.69,Low,1572.69,Rural,44015.16,14523.09706
M,18,1633.01,Low,1648.01,Urban,69489.91,24033.57913
M,60,1057.62,Low,1064.62,Urban,55124.78,15293.25908
M,53,1799.67,Low,1815.67,Semi-Urban,261284.62,85724.16533
M,36,8005.23,Low,8000.23,Rural,243810.56,87809.70789
F,25,2437.01,Low,2427.01,Urban,233369.89,79574.81404
M,61,1885.86,Low,1884.86,Semi-Urban,119307.75,37478.97211
M,23,2201.89,Low,2187.89,Semi-Urban,139248.94,47499.99123
M,62,1516.67,Low,1519.67,Urban,151047.33,47823.97818
F,61,2879.68,Low,2880.68,Rural,117184.27,38294.96166
M,43,2356.66,Low,2355.66,Urban,197232.49,65698.04189
M,63,896.81,High,890.81,Rural,202565.64,75757.89524
M,42,7051.68,Low,7042.68,Semi-Urban,220436.53,78230.61925
F,50,6652.52,Low,6661.52,Semi-Urban,93800.34,34896.45852
M,18,1959.57,Low,1965.57,Urban,55820.54,19771.19145
M,42,1969.51,Low,1967.51,Semi-Urban,209168.07,69252.20014
F,59,3131.31,Low,3136.31,Urban,178729.12,59248.33618
F,57,1745.11,Low,1751.11,Urban,187266.28,60857.33517
M,18,1967.78,Low,1980.78,Semi-Urban,149326.09,51054.974
M,25,5663.68,Low,5657.68,Semi-Urban,412563.63,142695.5211
M,20,2459.03,Low,2459.03,Urban,49231.13,17907.17175
F,54,1850.12,Low,1851.12,Semi-Urban,106420.27,33904.43311
F,22,3288.5,Low,3282.5,Rural,115671.61,41286.42267
M,61,1152.77,High,1140.77,Semi-Urban,276168.66,100623.209
F,18,3325.05,Low,3333.05,Urban,167710.44,58990.00094
F,34,5279.23,Low,5266.23,Rural,292761.82,101855.9962
F,18,2188.04,Low,2190.04,Urban,178582.44,61476.32103
M,19,1828.54,Low,1818.54,Urban,58781.22,20544.44947
M,27,1536.35,Low,1536.35,Semi-Urban,29448.67,16299.82
M,46,2775.63,Low,2781.63,Rural,142872.77,47770.48324
F,49,3878.26,Low,3873.26,Urban,171457.58,58355.47499
F,18,1847.45,Low,1862.45,Urban,136076.73,46856.50199
M,60,1386.73,Low,1391.73,Rural,55783.55,15987.92198
M,61,1990.76,High,1977.76,Rural,148763.44,58958.3227
M,60,1131.38,Low,1120.38,Semi-Urban,123178.96,38081.85746
M,18,2148.78,Low,2150.78,Semi-Urban,49242.37,17615.07019
M,62,2804.44,Low,2813.44,Rural,144216.58,46987.18834
F,62,2745.47,Low,2751.47,Urban,78860.22,25069.78802
F,63,856.34,High,852.34,Rural,35349.15,19783.75309
M,65,808.88,High,823.88,Rural,36160.78,19623.05331
M,65,2759.41,High,2758.41,Semi-Urban,95608.66,41302.94182
M,18,3162.39,Low,3152.39,Rural,42284.83,16584.00861
M,58,3159.83,Low,3151.83,Urban,170746.77,56432.27926
M,57,1822.61,Low,1828.61,Semi-Urban,116030.37,36633.3848
F,43,954.96,Low,957.96,Semi-Urban,37339.03,10655.02607
M,21,1892.27,Low,1888.27,Semi-Urban,100544.05,34345.26069
M,20,1385.62,Low,1373.62,Urban,286896.35,96638.11125
F,18,5075.72,Low,5069.72,Semi-Urban,41019.91,18078.21083
F,29,1369.28,Low,1365.28,Rural,208434.2,69931.30675
F,18,4103.16,Low,4099.16,Urban,194251.44,68694.97427
F,43,9394.8,Low,9376.8,Semi-Urban,198275.8,73335.11906
F,58,5655.11,Low,5665.11,Urban,137198.18,47959.95743
M,32,2442.42,Low,2456.42,Urban,262569.77,88611.16949
M,22,3175.75,Low,3175.75,Semi-Urban,161322.93,55997.00395
F,35,2032.47,Low,2030.47,Rural,223803.15,75298.46218
M,18,863.75,Low,862.75,Semi-Urban,11268.1,3543.498644
M,18,1709.01,Low,1711.01,Semi-Urban,78502.3,26994.15558
F,63,2667.76,Low,2671.76,Rural,177310.6,58118.76419
F,51,2801.86,Low,2806.86,Semi-Urban,132993.69,44043.33986
F,37,1317.57,Low,1313.57,Urban,51481.18,16385.25657
F,37,1952.61,Low,1950.61,Semi-Urban,117913.98,39213.37679
M,38,1056.19,Low,1052.19,Rural,11023.37,2350.152054
M,18,1872.07,Low,1873.07,Rural,52825.2,18810.85434
F,65,1626.69,High,1616.69,Semi-Urban,68577.78,31296.37672
M,51,921.04,Low,927.04,Urban,162123.16,51807.12042
M,48,3311.16,Low,3314.16,Semi-Urban,169435.14,56805.24572
F,25,3136.35,Low,3134.35,Urban,132567.42,46433.217
M,25,2072.8,Low,2061.8,Rural,191677.92,65098.58527
F,58,1857.53,Low,1850.53,Urban,50206.86,14846.58073
F,39,3019.91,Low,3021.91,Semi-Urban,42391.82,14779.75087
M,45,3157.12,Low,3161.12,Rural,193253.02,65162.00993
M,43,2370.79,Low,2357.79,Rural,64034.89,21101.49535
F,41,1020.9,Low,1014.9,Urban,26341,7319.552854
M,28,4472.91,Low,4480.91,Rural,139751.75,49882.57565
M,53,1849.2,Low,1863.2,Rural,282395.11,93140.79372
F,65,1973.95,High,1968.95,Urban,149300.47,58907.64066
M,64,3426.67,Low,3416.67,Urban,310336.66,103119.4541
F,31,3201.73,Low,3206.73,Rural,130136.12,45350.17689
M,61,2050.77,Low,2036.77,Urban,56392.12,16644.67925
M,19,3775.82,Low,3777.82,Rural,100628.46,36736.65051
F,42,11300.31,Low,11314.31,Semi-Urban,366310.12,131823.8787
F,52,905.83,Low,911.83,Semi-Urban,100026.27,30951.79147
M,47,2095.69,Low,2091.69,Semi-Urban,143980.82,47087.46979
M,65,3453.82,High,3436.82,Urban,247109.23,93033.61475
M,41,3329.1,Low,3329.1,Semi-Urban,104497.4,35562.40473
F,18,1746.05,Low,1760.05,Semi-Urban,61312.68,21500.26878
M,24,5940.84,Low,5937.84,Rural,267610.14,94643.62645
F,18,1329.82,Low,1332.82,Rural,73573.49,25463.31473
M,35,3101.44,Low,3106.44,Rural,181191.43,61845.00477
F,18,2935.62,Low,2922.62,Semi-Urban,47643.69,18111.27831
M,23,2939.97,Low,2948.97,Rural,129412.02,45237.86116
F,21,1756.13,Low,1752.13,Urban,77345.88,26787.67103
M,58,2086.79,Low,2097.79,Semi-Urban,296622.8,97490.20819
M,46,1460.61,Low,1445.61,Rural,94976.62,30326.15996
F,38,1043,Low,1040,Rural,31438.99,9431.344515
F,42,1246.14,Low,1245.14,Rural,100296.67,32453.81346
F,40,1004.16,Low,1017.16,Urban,88896.67,28404.47993
M,61,1537.71,Low,1541.71,Rural,167653.23,53641.10158
F,55,3563.16,Low,3567.16,Semi-Urban,168802.03,56533.33975
M,60,3734.78,Low,3734.78,Semi-Urban,471240.68,157667.8377
M,40,2110.88,Low,2108.88,Semi-Urban,111314.64,36684.79004
M,18,3021.7,Low,3020.7,Urban,174750.03,60803.58492
F,61,3024.76,Low,3019.76,Urban,147732,48563.74247
M,47,4622.68,Low,4628.68,Urban,59875.19,21562.30216
M,18,1824.28,Low,1840.28,Rural,34153.17,12497.48949
F,38,2021.94,Low,2028.94,Urban,139899.62,46732.8794
M,42,3320.29,Low,3310.29,Semi-Urban,359269.49,121050.2795
F,18,1780.91,Low,1779.91,Semi-Urban,67159.88,23492.39273
F,23,1628.58,Low,1643.58,Semi-Urban,60394.3,20676.63726
M,18,12578.95,Low,12577.95,Rural,108905.04,48596.08563
M,65,3241.42,High,3243.42,Rural,147384,59465.06292
M,58,1707.84,Low,1720.84,Semi-Urban,89119.56,27400.82524
M,34,4036.64,Low,4021.64,Semi-Urban,258142.5,88443.26461
F,65,2733.03,High,2734.03,Semi-Urban,103837.38,44277.42738
F,21,3052.65,Low,3045.65,Rural,283197.19,97397.76631
M,24,3880.79,Low,3870.79,Semi-Urban,191706.3,66760.77029
M,18,1352.42,Low,1340.42,Semi-Urban,151025.82,50983.91492
F,61,1558.35,High,1561.35,Rural,91078.22,39383.47019
F,26,2087.68,Low,2083.68,Urban,128778.57,44008.04759
M,50,1064.07,Low,1075.07,Semi-Urban,98200.05,30424.60898
M,55,2467.64,Low,2472.64,Rural,186469.02,61387.60565
M,18,2134.57,Low,2117.57,Rural,44423.64,16247.88315
F,54,2842.01,Low,2843.01,Semi-Urban,82856.51,27003.33318
M,51,4046.06,Low,4053.06,Urban,132395.96,45017.39207
F,59,1144.8,Low,1152.8,Semi-Urban,174370.26,55616.50092
M,65,1234.36,High,1234.36,Semi-Urban,58677.71,27338.44658
M,24,4752.13,Low,4752.13,Semi-Urban,167062.81,59378.8198
M,26,2105.86,Low,2095.86,Semi-Urban,139166.62,47138.87133
M,55,5541.8,Low,5551.8,Urban,237566.71,81560.13307
F,47,3411.16,Low,3413.16,Semi-Urban,135257.65,45741.76186
F,27,1387.18,Low,1397.18,Rural,60785.15,20517.83426
F,51,2378.4,Low,2376.4,Rural,110309.42,36262.5525
M,65,2796.65,High,2786.65,Semi-Urban,258173.27,95943.88698
M,30,4641.32,Low,4641.32,Urban,272876.1,94472.73636
M,18,1835.98,Low,1820.98,Rural,98224.5,34015.95743
F,63,2111.32,Low,2124.32,Urban,58192.22,17403.17268
M,24,4227.88,Low,4232.88,Rural,46811.67,18727.18417
M,52,1938.48,Low,1948.48,Urban,86206.15,27268.98073
F,56,1596.9,Low,1591.9,Rural,43231.68,12534.12193
F,60,3507.44,High,3499.44,Urban,127860.84,53667.871
M,61,2480.79,Low,2474.79,Rural,218237.42,71592.19329
F,62,4805.56,Low,4805.56,Urban,95747.93,57174.34
M,46,3325.85,Low,3338.85,Semi-Urban,150088.22,50484.72097
M,61,2314.94,High,2317.94,Urban,185999.52,71668.19027
M,45,2125.01,Low,2107.01,Urban,158841.31,52398.19163
F,54,1818.86,Low,1811.86,Urban,113211.92,36287.64171
M,43,3262.86,Low,3247.86,Rural,295267.35,99686.50917
F,24,3073.36,Low,3073.36,Semi-Urban,161082.91,78899.46
F,37,1733.24,Low,1732.24,Urban,138471.69,46033.02475
M,23,2064.88,Low,2070.88,Urban,171615.76,58380.39719
F,64,3901.62,Low,3912.62,Semi-Urban,61342.75,20074.15682
F,36,2436.98,Low,2441.98,Semi-Urban,381461.98,128320.3937
F,65,1273.71,High,1276.71,Rural,92468.67,39243.05768
M,42,1985.86,Low,1999.86,Rural,166703.99,55288.61742
M,46,2695.38,Low,2694.38,Urban,27870.27,8916.215399
M,20,4833.57,Low,4836.57,Semi-Urban,403084.45,139062.6464
F,30,1261.13,Low,1269.13,Urban,67136.94,22146.38258
F,46,1385.52,Low,1400.52,Rural,35956.83,10675.54497
F,18,1715.09,Low,1717.09,Semi-Urban,99159.66,34175.7448
F,61,2087.22,High,2092.22,Rural,288707.49,106311.4104
F,47,1708.42,Low,1718.42,Semi-Urban,45353.52,13804.80075
M,41,1009.61,Low,1012.61,Rural,39216.35,11539.1548
M,59,1253.07,Low,1264.07,Rural,32688.12,8175.379916
M,21,5552.39,Low,5551.39,Semi-Urban,136118.47,50039.34573
M,62,939.17,High,939.17,Semi-Urban,65109.96,29434.58899
F,62,1899.98,Low,1900.98,Rural,192192.61,62410.29269
F,39,2190.51,Low,2182.51,Urban,84603.43,28243.80077
M,45,1773.31,Low,1755.31,Rural,171280.14,56354.78163
F,35,2824.16,Low,2826.16,Rural,184763.89,62996.28025
F,60,1648.38,High,1635.38,Rural,251491.37,93431.22055
F,31,2479.52,Low,2465.52,Urban,38270.05,13605.14983
M,23,2070.88,Low,2075.88,Urban,171615.76,58386.02123
M,63,3367.4,Low,3380.4,Semi-Urban,266795.6,88385.8665
M,32,1986.5,Low,1979.5,Rural,76874.89,25894.8841
M,64,1612.35,Low,1608.35,Semi-Urban,170486.98,54152.18058
M,18,2181.29,Low,2183.29,Rural,77795.53,27515.40237
M,63,1206.2,High,1203.2,Semi-Urban,121658.63,48622.40046
F,32,2500.46,Low,2498.46,Urban,212561.47,72100.23929
F,33,4577.81,Low,4590.81,Semi-Urban,56012.48,21428.39108
F,18,10103.56,Low,10104.56,Semi-Urban,100105.03,43070.44113
M,25,2082.98,Low,2096.98,Semi-Urban,190970.93,64608.56127
M,58,4356.41,Low,4360.41,Urban,77511.47,26343.08722
F,54,7697.85,Low,7703.85,Semi-Urban,216210.29,76766.42514
F,31,1026.08,Low,1011.08,Rural,85920.33,28262.60456
M,31,1682.08,Low,1680.08,Rural,121244.45,40569.54589
M,19,1226.44,Low,1213.44,Semi-Urban,241683.02,81228.35367
M,30,2613.22,Low,2622.22,Semi-Urban,116943.07,39885.79898
F,32,1345.21,Low,1339.21,Semi-Urban,41602.64,13351.83738
M,62,3232.38,Low,3230.38,Semi-Urban,208576.09,68762.58328
F,21,2193.82,Low,2180.82,Rural,65251.06,23305.69478
F,33,1960.86,Low,1967.86,Rural,104766.12,35402.03673
M,50,2654.49,Low,2658.49,Rural,114078.36,37656.76692
M,44,2360.04,Low,2362.04,Rural,93022.07,30756.21932
F,62,1275.74,Low,1286.74,Urban,85170.57,25689.19392
F,18,5627.27,Low,5627.27,Semi-Urban,372245.88,129908.1745
F,35,6130.03,Low,6131.03,Rural,138980.13,50996.86041
M,26,2387.78,Low,2388.78,Rural,98399.49,34014.31787
M,43,1038.52,Low,1047.52,Rural,35989.08,10329.49309
M,21,2037.53,Low,2031.53,Urban,55990.18,19664.44142
M,33,1158.63,Low,1158.63,Urban,34843.36,10716.04118
F,43,2614.91,Low,2624.91,Semi-Urban,52795.98,17548.17109
M,18,2016.94,Low,2008.94,Semi-Urban,170373.72,58164.66557
F,40,1433.67,Low,1428.67,Rural,243151.29,80788.37583
F,18,2215.99,Low,2223.99,Rural,98089.12,34607.12984
M,65,3468.99,High,3469.99,Rural,124914.62,52149.51063
M,37,1139.33,Low,1141.33,Urban,127617.28,41544.81503
M,61,1704.01,Low,1702.01,Semi-Urban,114819.82,35784.95847
M,45,2396.35,Low,2381.35,Rural,56791.21,18535.156
F,22,2096.07,Low,2102.07,Rural,63748.12,22631.49273
M,53,2475.7,Low,2484.7,Semi-Urban,136815.89,44601.27349
F,63,1121.26,High,1115.26,Rural,145128.28,56929.79501
M,53,1306.99,Low,1298.99,Rural,31382.87,8256.986101
F,42,1897.22,Low,1898.22,Rural,210966.45,70295.94951
M,34,3555.75,Low,3556.75,Semi-Urban,159883.27,54953.21716
F,30,2446.65,Low,2454.65,Urban,117088.34,40137.93253
F,46,1574.6,Low,1582.6,Urban,24570.34,6902.582685
M,64,2277.12,Low,2269.12,Rural,227944.12,74406.19136
F,51,2945.21,Low,2931.21,Semi-Urban,107647.53,35666.11923
F,65,863.41,High,876.41,Semi-Urban,80984.03,34695.05573
M,38,1869.98,Low,1862.98,Semi-Urban,61744.52,19942.89474
M,54,3469.61,Low,3468.61,Rural,40987.89,13619.29582
M,62,2005.52,Low,2005.52,Rural,79503.63,24427.76793
M,18,1444.6,Low,1430.6,Rural,189733.34,64355.21557
M,24,1631.09,Low,1618.09,Semi-Urban,38845.39,13110.92766
F,28,1776.59,Low,1779.59,Semi-Urban,29787.7,10145.18528
F,30,5550.74,Low,5545.74,Urban,101148.15,37950.87181
F,49,1114.38,Low,1124.38,Rural,48631.54,14416.00896
F,33,2191.63,Low,2181.63,Semi-Urban,241542.02,81298.31015
M,32,1226.32,Low,1223.32,Urban,53576.13,17155.39913
M,45,6266.01,Low,6267.01,Rural,215356.47,75764.30027
M,50,1310.18,Low,1297.18,Semi-Urban,141191.75,45105.44334
F,38,3178.36,Low,3178.36,Semi-Urban,150620.07,51375.06756
M,36,2734.41,Low,2733.41,Rural,18714.46,6809.496755
M,60,2123.79,High,2130.79,Semi-Urban,14449.16,13790.12429
F,18,1627.06,Low,1621.06,Urban,133132.41,45631.37141
M,29,1643.99,Low,1632.99,Semi-Urban,213542.22,71412.44258
F,18,3307.88,Low,3313.88,Semi-Urban,340008.77,116710.7007
M,35,2000.68,Low,2005.68,Urban,21314.84,6877.028545
F,46,1741.21,Low,1750.21,Urban,45040.13,13949.51744
F,51,1759.14,Low,1768.14,Semi-Urban,171420.13,55887.06696
M,58,6050.67,Low,6054.67,Urban,367797.97,125586.3883
F,58,1018.06,Low,1018.06,Urban,120772.34,37695.5771
F,56,4428.06,Low,4429.06,Urban,322035.15,108947.8735
F,29,1825.4,Low,1824.4,Semi-Urban,92328.11,31122.04391
M,52,3660.54,Low,3654.54,Rural,90879.54,30729.41007
M,36,1124.01,Low,1116.01,Semi-Urban,110573.4,35740.02759
M,58,1257.44,Low,1252.44,Semi-Urban,53370.62,14922.55298
